id,feature,role,sub_feature,severity,dimension,premium_blocker,current_layer,target_gap,file,evidence,recommendation,verdict,verdict_conf,orig_severity,calibrated,cal_verdict,cal_real
P250,Roster,both,Roster cards · avatar images,low,ui-foundation,False,2,"Optimized, dimensioned avatar images (no CLS, lazy, responsive) — Layer-3 perf-optimized.",src/components/fairway/pages/roster/FairwayPlayerCard.tsx:58 and FairwayPlayerProfile.tsx:115,"<img src={player.avatar_url} alt="""" className=""h-full w-full object-cover"" /> — raw <img> with empty alt, no width/height attributes, no loading=""lazy"". The legacy/flag-off page used next/image with width/height (page.tsx:444). The Fairway re-skin regressed to raw <img>.","Use next/image (or at minimum set explicit width/height + loading=""lazy"" + decoding=""async"") to prevent layout reflow and unoptimized payloads on rosters with many photos. Empty alt is acceptable (name is adjacent) but the dimensions/lazy gap is a perf/CLS tell.",,,low,no,,
P251,Roster,both,Intent control · 'No intent' cold-start chip tap target,low,a11y,False,2,All interactive triggers >=24px (ideally 44px) — WCAG 2.2 target size.,src/components/fairway/pages/roster/FairwayIntentControl.tsx:204-217,"Cold-start chip sizing: size==='md' ? 'h-6 ...' : 'h-5 ...' — i.e. 24px or 20px tall. The chip is the inner span; it is wrapped in a focusable <button> with no min-height, so on the small card variant (size=""sm"", used in FairwayPlayerCard:87) the interactive target is ~20px tall, under the WCAG 2.2 24px minimum.",Give the wrapping <button> a min-h-[24px] (preferably min-h-[36px]/min-h-11 with negative margin so visual size is unchanged) so the intent trigger meets WCAG 2.2 SC 2.5.8 (24px) target size in the sm card context.,,,low,no,,
P252,Roster,both,Player roster (player view) empty state,low,completeness,False,2,Helpful empty state with a real next action (B2/D10) — Layer-3 empty-state-with-CTA.,src/components/fairway/pages/roster/FairwayPlayerRoster.tsx:105-112,"EmptyState title=""No teammates yet"" description=""Your team roster is empty. Your coach will add players to the team."" — no actionable next step for the player and no link (e.g. to Team Hub or messaging the coach). Acceptable since players cannot invite, but it is a pure dead-end empty.","Add a soft next action (e.g. 'Message your coach' or a link to the Team page) so the empty state is not a terminal dead-end. Confirm copy matches reality: if a solo player is the only member, 'Your coach will add players' may be wrong for a player who IS effectively alone with a coach.",,,low,no,,
P253,Roster,both,Coach roster · scale / large-team layout,low,data,False,2,Search/filter for the list (handles 10x data) — Layer-3 'search/filter works' + flexibility.,src/components/fairway/pages/roster/FairwayCoachRoster.tsx:110-114,"Renders sorted.map(...) into a 2-col card grid with NO pagination, virtualization, or search/filter. College rosters are small (~8-15) so this is fine today, but there is no search box and no filter (only client-side sort), so a coach overseeing multiple squads or a large dev roster has no way to find a player except scroll.","Add a name search/filter input to the toolbar (alongside Sort + Export) for parity with other list surfaces; consider a status filter (Active/Inactive). Low priority given typical roster size, but a search is the expected affordance for a 'roster' list (Nielsen #6/#7).",,,low,no,,
P254,Roster,both,Change-status modal · option list keyboard semantics,low,a11y,False,2,Correct single-select ARIA (radiogroup) for the status picker — recognition/consistency (D4/D6).,src/components/fairway/pages/roster/FairwayPlayerActionsMenu.tsx:300-354,"The two status options are raw <button aria-pressed={active}> rows inside a plain <div>. A single-select choice is modeled as two independent toggle buttons (aria-pressed) rather than a radiogroup, so a screen reader does not announce '1 of 2' / grouped single-select.","Wrap in role=""radiogroup"" with role=""radio"" + aria-checked on each option (or reuse the Fairway RadioGroup used by the IntentSheet) so the mutually-exclusive choice is announced correctly. Visual unchanged.",,,low,no,,
P255,Messaging,both,New message modal (primary CTA flow),medium,ui-foundation,True,2,"Both modal flows must render in Fairway tokens/typography so the feature reads as one finished product, not a redesigned shell wrapping legacy dialogs.","src/components/golf/messages/GolfNewMessageModal.tsx:13-17,258-328","FairwayMessages renders the UNCHANGED legacy modal: imports Drawer/SearchBar/Avatar/Button/EmptyState from '@/components/ui/*' and uses legacy colors throughout — bg-amber-50 border-amber-200, text-amber-800, text-warm-900, bg-primary-50, divide-warm-100, w-1.5 h-1.5 bg-primary-600 skeleton-shimmer. Inside the .fairway-ds bg-canvas page this is a different visual language (no fw tokens, no Fraunces, square Drawer chrome).","Re-skin the New message picker onto Fairway primitives (fairway/overlays Sheet/Dialog + fairway/controls Button/Avatar/Badge + fairway/feedback EmptyState + fw tokens), or build a FairwayNewMessageSheet. The two entry points to the whole feature must match the redesign.",partial,high,critical,yes,mis-severed,True
P256,Messaging,both,Team broadcast / group-create modal (coach-only secondary CTA),medium,ui-foundation,True,2,Coach broadcast flow must use the Fairway design system; current legacy palette/chrome fails C2 token discipline and Nielsen #4 consistency.,"src/components/golf/messages/GolfTeamBroadcastModal.tsx:5-19,233-399","Also UNCHANGED legacy chrome: bg-red-50 border-red-200 text-red-700 error box, bg-warm-50 rounded-xl preview, bg-white rounded-full chips, bg-primary-100 text-primary-700 suggestion pills, w-1.5 h-1.5 bg-white skeleton-shimmer spinner — all legacy ui/* + emerald/legacy palette inside the Fairway page.","Re-skin to Fairway tokens (fw-danger-bg, surface-tint, accent-*, Fraunces) and Fairway overlay primitives. Mirror the AskWorkspace overlay pattern so the broadcast composer matches the inbox it lives in.",confirmed,high,critical,yes,mis-severed,True
P257,Messaging,both,Conversation rail — data fetch failure,medium,states,True,2,Hard-gate B3 requires a real error state (explains + retry) that never masquerades as a cheerful empty. Currently there is no error path at all in the rail.,src/hooks/golf/use-golf-messages.ts:564-574,On RPC/query error the hook does `setConversations([]); setLoading(false); return;` with no error flag exposed. MessageConversationRail then renders the cheerful EmptyState 'No conversations yet — Reach out to a teammate…'. A backend failure is indistinguishable from a true empty inbox.,Return an `error` state from useGolfConversations and render a Fairway error state in the rail ('Couldn’t load conversations' + Retry that calls refetch). Same for a genuine empty vs failure distinction.,confirmed,high,critical,yes,mis-severed,True
P258,Messaging,both,Thread pane — message fetch failure,high,states,True,2,"B3 error-state gate: the thread must show a recoverable error on fetch failure, not a success-styled empty state.",src/hooks/golf/use-golf-messages.ts:91-99,fetchMessages destructures only `{ data }` (error ignored) and does `setMessages(((data||[]) ...).reverse())`. A failed fetch yields []; MessageThreadPane shows the honest-empty 'No messages yet — Start the conversation' even though the load failed.,"Capture the query error, expose it from the hook, and render a thread error state with Retry. Distinguish 'truly empty thread' from 'failed to load this thread'.",confirmed,high,critical,yes,confirmed,True
P259,Messaging,both,Message search,medium,completeness,True,2,B2 sub-feature completeness: a search capability is implied (action shipped) but absent in the UI; a premium inbox needs find/filter for non-trivial thread counts.,src/components/fairway/pages/messages/FairwayMessages.tsx:60-67,"A hardened searchGolfMessages action exists (src/app/actions/messages.ts:937 — participant-scoped, wildcard-escaped, 50-row cap) and is exported, but the Fairway path imports NO search and renders NO search UI (grep for SearchBar/onSearch in pages/messages returns nothing). The rail has no way to find a message or filter conversations.","Add a Fairway search field to the rail (or ViewHeader) wired to searchGolfMessages, with result rows that select the conversation + scroll to the matched message. At minimum add a client-side conversation filter.",confirmed,high,high,yes,mis-severed,True
P260,Messaging,both,Notification deep-link → thread,high,wiring,True,2,B1/B2: notifications must deep-link to the correct conversation. Right now the link ignores its target — the user must re-find the thread manually.,src/app/actions/messages.ts:443-455,"In-app notif sets action_url: `/golf/dashboard/messages` (no conversation id); push notifyNewMessage/sendPushNotification carry no thread route. There is no golf `messages/[id]` route (only baseball has one). FairwayMessages only reads ?player= and otherwise auto-selects conversations[0], so clicking a 'New message from X' notification opens the most-recent thread, not the one that fired it.",Add a golf /dashboard/messages/[id] route (or accept ?conversation= in FairwayMessages) that pre-selects that thread; set action_url + push deep-link to include the conversation id.,confirmed,high,high,yes,confirmed,True
P261,Messaging,both,Composer — message length,medium,nielsen,False,2,Nielsen #5 error prevention + #9 recoverable errors: enforce/communicate the limit client-side so the failure never reaches the server as an opaque toast.,src/components/fairway/pages/messages/MessageComposer.tsx:193-206,"The textarea has no maxLength, no character counter, and no client guard; server caps at 5000 (action-schemas.ts:42 content max(5000)). A user pasting/typing >5000 chars only learns on submit via a generic 'Failed to send message' toast.",Add maxLength=5000 (or a soft counter that appears near the limit) and surface a specific message if exceeded. Prevent the error rather than reacting to it.,,,medium,no,,
P262,Messaging,both,Mobile message-action touch targets,medium,mobile,False,2,DoD RESPONSIVE: touch targets >=44px on mobile. 36px meets WCAG 2.2 minimum (24px) but misses the spec's premium 44px bar for primary on-screen actions.,src/components/fairway/pages/messages/MessageThreadPane.tsx:494-512,"Mobile own-message actions (more, edit, delete, close, confirm/cancel-delete) use IconButton size=""sm"" which is h-9 w-9 (36px) per button.tsx:223. The legacy page used min-w-[44px] min-h-[44px] for the same controls.","Use size=""md"" (44px) for the mobile action row IconButtons (the lg:hidden cluster + delete-confirm), keeping sm only for desktop hover affordances.",,,medium,no,,
